"@timestamp","@version","@version.keyword","_id","_ignored","_index","_score",arch,"arch.keyword",command,"command.keyword",compCS,"compCS.keyword","dest_ip","dest_ip.keyword","DestPort (dest_port)",duplicate,duration,"duration.keyword",encCS,"encCS.keyword",eventid,"eventid.keyword","geoip.as_org","geoip.as_org.keyword","geoip.asn","geoip.city_name","geoip.city_name.keyword","geoip.continent_code","geoip.continent_code.keyword","geoip.country_code2","geoip.country_code2.keyword","Country (geoip.country_code3)","geoip.country_code3.keyword","geoip.country_name","geoip.country_name.keyword","geoip.dma_code","geoip.ip","geoip.latitude","geoip.location","geoip.longitude","geoip.postal_code","geoip.postal_code.keyword","geoip.region_code","geoip.region_code.keyword","geoip.region_name","geoip.region_name.keyword","geoip.timezone","geoip.timezone.keyword","geoip_ext.as_org","geoip_ext.as_org.keyword","geoip_ext.asn","geoip_ext.city_name","geoip_ext.city_name.keyword","geoip_ext.continent_code","geoip_ext.continent_code.keyword","geoip_ext.country_code2","geoip_ext.country_code2.keyword","geoip_ext.country_code3","geoip_ext.country_code3.keyword","geoip_ext.country_name","geoip_ext.country_name.keyword","geoip_ext.dma_code","geoip_ext.ip","geoip_ext.latitude","geoip_ext.location","geoip_ext.longitude","geoip_ext.postal_code","geoip_ext.postal_code.keyword","geoip_ext.region_code","geoip_ext.region_code.keyword","geoip_ext.region_name","geoip_ext.region_name.keyword","geoip_ext.timezone","geoip_ext.timezone.keyword",hassh,"hassh.keyword",hasshAlgorithms,"hasshAlgorithms.keyword",host,"host.keyword",input,"input.keyword","ip_rep","ip_rep.keyword",kexAlgs,"kexAlgs.keyword",keyAlgs,"keyAlgs.keyword",langCS,"langCS.keyword",macCS,"macCS.keyword",message,"option_byte","option_name","option_name.keyword",password,"password.keyword",path,"path.keyword",protocol,"protocol.keyword",sensor,"sensor.keyword",session,"session.keyword",shasum,"shasum.keyword",size,"src_ip","src_ip.keyword","src_port","T-Pot Hostname (t-pot_hostname)","t-pot_hostname.keyword","t-pot_ip_ext","t-pot_ip_ext.keyword","t-pot_ip_int","t-pot_ip_int.keyword",timestamp,ttylog,"ttylog.keyword","Type (type)","type.keyword",username,"username.keyword",uuid,"uuid.keyword",version,"version.keyword"
"Sep 10, 2026 @ 09:55:28.452",1,1,c7mai6ABTLn6JNKsIKyl,"-","logstash-2026.09.10","-","-","-","-","-","-","-","-","-","-","-","1.1744029521942139","1.1744029521942139","-","-","cowrie.session.closed","cowrie.session.closed","Cyber Internet Services (Pvt) Ltd.","Cyber Internet Services (Pvt) Ltd.",9541,Lahore,Lahore,AS,AS,PK,PK,PK,PK,Pakistan,Pakistan,"-","153.117.34.175","31.563","POINT (74.3587 31.558)","74.375",54000,54000,PB,PB,Punjab,Punjab,"Asia/Karachi","Asia/Karachi","Amazon.com, Inc.","Amazon.com, Inc.","14,618",Ashburn,Ashburn,NA,NA,US,US,US,US,"United States","United States",511,"34.239.26.173","39.063","POINT (-77.4903 39.0469)","-77.5",20149,20149,VA,VA,Virginia,Virginia,"America/New_York","America/New_York","-","-","-","-",0be2184eeb32,0be2184eeb32,"-","-","-","-","-","-","-","-","-","-","-","-","Connection lost after 1 seconds","-","-","-","-","-","/data/cowrie/log/cowrie.json","/data/cowrie/log/cowrie.json",telnet,telnet,37ff277fe99f,37ff277fe99f,8e90d2b5f159,8e90d2b5f159,"-","-","-","153.117.34.175","153.117.34.175","-","ip-172-31-20-82","ip-172-31-20-82","34.239.26.173","34.239.26.173","172.31.20.82","172.31.20.82","Sep 10, 2026 @ 09:55:28.452","-","-",Cowrie,Cowrie,"-","-","273e539f-ad12-11f1-8255-861191ff415e","273e539f-ad12-11f1-8255-861191ff415e","-","-"
"Sep 10, 2026 @ 09:55:28.228",1,1,cbmai6ABTLn6JNKsIKyl,"-","logstash-2026.09.10","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","cowrie.login.failed","cowrie.login.failed","Cyber Internet Services (Pvt) Ltd.","Cyber Internet Services (Pvt) Ltd.",9541,Lahore,Lahore,AS,AS,PK,PK,PK,PK,Pakistan,Pakistan,"-","153.117.34.175","31.563","POINT (74.3587 31.558)","74.375",54000,54000,PB,PB,Punjab,Punjab,"Asia/Karachi","Asia/Karachi","Amazon.com, Inc.","Amazon.com, Inc.","14,618",Ashburn,Ashburn,NA,NA,US,US,US,US,"United States","United States",511,"34.239.26.173","39.063","POINT (-77.4903 39.0469)","-77.5",20149,20149,VA,VA,Virginia,Virginia,"America/New_York","America/New_York","-","-","-","-",0be2184eeb32,0be2184eeb32,"-","-","-","-","-","-","-","-","-","-","-","-","login attempt [gdcuadmin/gdcuadmin] failed","-","-","-",gdcuadmin,gdcuadmin,"/data/cowrie/log/cowrie.json","/data/cowrie/log/cowrie.json",telnet,telnet,37ff277fe99f,37ff277fe99f,8e90d2b5f159,8e90d2b5f159,"-","-","-","153.117.34.175","153.117.34.175","-","ip-172-31-20-82","ip-172-31-20-82","34.239.26.173","34.239.26.173","172.31.20.82","172.31.20.82","Sep 10, 2026 @ 09:55:28.228","-","-",Cowrie,Cowrie,gdcuadmin,gdcuadmin,"273e539f-ad12-11f1-8255-861191ff415e","273e539f-ad12-11f1-8255-861191ff415e","-","-"
"Sep 10, 2026 @ 09:55:28.226",1,1,crmai6ABTLn6JNKsIKyl,"-","logstash-2026.09.10","-","-","-",DONT,DONT,"-","-","-","-","-","-","-","-","-","-","cowrie.telnet.option","cowrie.telnet.option","Cyber Internet Services (Pvt) Ltd.","Cyber Internet Services (Pvt) Ltd.",9541,Lahore,Lahore,AS,AS,PK,PK,PK,PK,Pakistan,Pakistan,"-","153.117.34.175","31.563","POINT (74.3587 31.558)","74.375",54000,54000,PB,PB,Punjab,Punjab,"Asia/Karachi","Asia/Karachi","Amazon.com, Inc.","Amazon.com, Inc.","14,618",Ashburn,Ashburn,NA,NA,US,US,US,US,"United States","United States",511,"34.239.26.173","39.063","POINT (-77.4903 39.0469)","-77.5",20149,20149,VA,VA,Virginia,Virginia,"America/New_York","America/New_York","-","-","-","-",0be2184eeb32,0be2184eeb32,"-","-","-","-","-","-","-","-","-","-","-","-","Telnet DONT ECHO",1,ECHO,ECHO,"-","-","/data/cowrie/log/cowrie.json","/data/cowrie/log/cowrie.json",telnet,telnet,37ff277fe99f,37ff277fe99f,8e90d2b5f159,8e90d2b5f159,"-","-","-","153.117.34.175","153.117.34.175","-","ip-172-31-20-82","ip-172-31-20-82","34.239.26.173","34.239.26.173","172.31.20.82","172.31.20.82","Sep 10, 2026 @ 09:55:28.226","-","-",Cowrie,Cowrie,"-","-","273e539f-ad12-11f1-8255-861191ff415e","273e539f-ad12-11f1-8255-861191ff415e","-","-"
"Sep 10, 2026 @ 09:55:27.277",1,1,brmai6ABTLn6JNKsHKy8,"-","logstash-2026.09.10","-","-","-","-","-","-","-","172.24.0.2","172.24.0.2",23,"-","-","-","-","-","cowrie.session.connect","cowrie.session.connect","Cyber Internet Services (Pvt) Ltd.","Cyber Internet Services (Pvt) Ltd.",9541,Lahore,Lahore,AS,AS,PK,PK,PK,PK,Pakistan,Pakistan,"-","153.117.34.175","31.563","POINT (74.3587 31.558)","74.375",54000,54000,PB,PB,Punjab,Punjab,"Asia/Karachi","Asia/Karachi","Amazon.com, Inc.","Amazon.com, Inc.","14,618",Ashburn,Ashburn,NA,NA,US,US,US,US,"United States","United States",511,"34.239.26.173","39.063","POINT (-77.4903 39.0469)","-77.5",20149,20149,VA,VA,Virginia,Virginia,"America/New_York","America/New_York","-","-","-","-",0be2184eeb32,0be2184eeb32,"-","-","-","-","-","-","-","-","-","-","-","-","New connection: 153.117.34.175:51572 (172.24.0.2:23) [session: 8e90d2b5f159]","-","-","-","-","-","/data/cowrie/log/cowrie.json","/data/cowrie/log/cowrie.json",telnet,telnet,37ff277fe99f,37ff277fe99f,8e90d2b5f159,8e90d2b5f159,"-","-","-","153.117.34.175","153.117.34.175",51572,"ip-172-31-20-82","ip-172-31-20-82","34.239.26.173","34.239.26.173","172.31.20.82","172.31.20.82","Sep 10, 2026 @ 09:55:27.277","-","-",Cowrie,Cowrie,"-","-","273e539f-ad12-11f1-8255-861191ff415e","273e539f-ad12-11f1-8255-861191ff415e","-","-"
"Sep 10, 2026 @ 09:55:27.087",1,1,bbmai6ABTLn6JNKsHKy8,"-","logstash-2026.09.10","-","-","-","-","-","-","-","-","-","-","-","14.255242347717285","14.255242347717285","-","-","cowrie.session.closed","cowrie.session.closed","Cyber Internet Services (Pvt) Ltd.","Cyber Internet Services (Pvt) Ltd.",9541,Lahore,Lahore,AS,AS,PK,PK,PK,PK,Pakistan,Pakistan,"-","153.117.34.175","31.563","POINT (74.3587 31.558)","74.375",54000,54000,PB,PB,Punjab,Punjab,"Asia/Karachi","Asia/Karachi","Amazon.com, Inc.","Amazon.com, Inc.","14,618",Ashburn,Ashburn,NA,NA,US,US,US,US,"United States","United States",511,"34.239.26.173","39.063","POINT (-77.4903 39.0469)","-77.5",20149,20149,VA,VA,Virginia,Virginia,"America/New_York","America/New_York","-","-","-","-",0be2184eeb32,0be2184eeb32,"-","-","-","-","-","-","-","-","-","-","-","-","Connection lost after 14 seconds","-","-","-","-","-","/data/cowrie/log/cowrie.json","/data/cowrie/log/cowrie.json",telnet,telnet,37ff277fe99f,37ff277fe99f,b7e4185ef76e,b7e4185ef76e,"-","-","-","153.117.34.175","153.117.34.175","-","ip-172-31-20-82","ip-172-31-20-82","34.239.26.173","34.239.26.173","172.31.20.82","172.31.20.82","Sep 10, 2026 @ 09:55:27.087","-","-",Cowrie,Cowrie,"-","-","273e539f-ad12-11f1-8255-861191ff415e","273e539f-ad12-11f1-8255-861191ff415e","-","-"
"Sep 10, 2026 @ 09:55:27.082",1,1,b7mai6ABTLn6JNKsHKy8,"-","logstash-2026.09.10","-","-","-","-","-","-","-","-","-","-",false,"13.2","13.2","-","-","cowrie.log.closed","cowrie.log.closed","Cyber Internet Services (Pvt) Ltd.","Cyber Internet Services (Pvt) Ltd.",9541,Lahore,Lahore,AS,AS,PK,PK,PK,PK,Pakistan,Pakistan,"-","153.117.34.175","31.563","POINT (74.3587 31.558)","74.375",54000,54000,PB,PB,Punjab,Punjab,"Asia/Karachi","Asia/Karachi","Amazon.com, Inc.","Amazon.com, Inc.","14,618",Ashburn,Ashburn,NA,NA,US,US,US,US,"United States","United States",511,"34.239.26.173","39.063","POINT (-77.4903 39.0469)","-77.5",20149,20149,VA,VA,Virginia,Virginia,"America/New_York","America/New_York","-","-","-","-",0be2184eeb32,0be2184eeb32,"-","-","-","-","-","-","-","-","-","-","-","-","Closing TTY Log: /home/cowrie/cowrie/log/tty/3a2f09e180350bdb07bb0038ab2abc471e5602730e574150e1e90693769839cd after 13.2 seconds","-","-","-","-","-","/data/cowrie/log/cowrie.json","/data/cowrie/log/cowrie.json",telnet,telnet,37ff277fe99f,37ff277fe99f,b7e4185ef76e,b7e4185ef76e,3a2f09e180350bdb07bb0038ab2abc471e5602730e574150e1e90693769839cd,3a2f09e180350bdb07bb0038ab2abc471e5602730e574150e1e90693769839cd,746,"153.117.34.175","153.117.34.175","-","ip-172-31-20-82","ip-172-31-20-82","34.239.26.173","34.239.26.173","172.31.20.82","172.31.20.82","Sep 10, 2026 @ 09:55:27.082","/home/cowrie/cowrie/log/tty/3a2f09e180350bdb07bb0038ab2abc471e5602730e574150e1e90693769839cd","/home/cowrie/cowrie/log/tty/3a2f09e180350bdb07bb0038ab2abc471e5602730e574150e1e90693769839cd",Cowrie,Cowrie,"-","-","273e539f-ad12-11f1-8255-861191ff415e","273e539f-ad12-11f1-8255-861191ff415e","-","-"
"Sep 10, 2026 @ 09:55:14.205",1,1,VbmZi6ABTLn6JNKs6azv,"-","logstash-2026.09.10","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","cowrie.command.input","cowrie.command.input","Cyber Internet Services (Pvt) Ltd.","Cyber Internet Services (Pvt) Ltd.",9541,Lahore,Lahore,AS,AS,PK,PK,PK,PK,Pakistan,Pakistan,"-","153.117.34.175","31.563","POINT (74.3587 31.558)","74.375",54000,54000,PB,PB,Punjab,Punjab,"Asia/Karachi","Asia/Karachi","Amazon.com, Inc.","Amazon.com, Inc.","14,618",Ashburn,Ashburn,NA,NA,US,US,US,US,"United States","United States",511,"34.239.26.173","39.063","POINT (-77.4903 39.0469)","-77.5",20149,20149,VA,VA,Virginia,Virginia,"America/New_York","America/New_York","-","-","-","-",0be2184eeb32,0be2184eeb32,">/var/run/.x&&cd /var/run;>/mnt/.x&&cd /mnt;>/usr/.x&&cd /usr;>/dev/.x&&cd /dev;>/dev/shm/.x&&cd /dev/shm;>/tmp/.x&&cd /tmp;>/var/.x&&cd /var;/bin/busybox echo -e '\x4e\x44\x52\x55\x58\x48'",">/var/run/.x&&cd /var/run;>/mnt/.x&&cd /mnt;>/usr/.x&&cd /usr;>/dev/.x&&cd /dev;>/dev/shm/.x&&cd /dev/shm;>/tmp/.x&&cd /tmp;>/var/.x&&cd /var;/bin/busybox echo -e '\x4e\x44\x52\x55\x58\x48'","-","-","-","-","-","-","-","-","-","-","CMD: >/var/run/.x&&cd /var/run;>/mnt/.x&&cd /mnt;>/usr/.x&&cd /usr;>/dev/.x&&cd /dev;>/dev/shm/.x&&cd /dev/shm;>/tmp/.x&&cd /tmp;>/var/.x&&cd /var;/bin/busybox echo -e '\x4e\x44\x52\x55\x58\x48'","-","-","-","-","-","/data/cowrie/log/cowrie.json","/data/cowrie/log/cowrie.json",telnet,telnet,37ff277fe99f,37ff277fe99f,b7e4185ef76e,b7e4185ef76e,"-","-","-","153.117.34.175","153.117.34.175","-","ip-172-31-20-82","ip-172-31-20-82","34.239.26.173","34.239.26.173","172.31.20.82","172.31.20.82","Sep 10, 2026 @ 09:55:14.205","-","-",Cowrie,Cowrie,"-","-","273e539f-ad12-11f1-8255-861191ff415e","273e539f-ad12-11f1-8255-861191ff415e","-","-"
"Sep 10, 2026 @ 09:55:14.199",1,1,VLmZi6ABTLn6JNKs6azv,"-","logstash-2026.09.10","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","cowrie.command.failed","cowrie.command.failed","Cyber Internet Services (Pvt) Ltd.","Cyber Internet Services (Pvt) Ltd.",9541,Lahore,Lahore,AS,AS,PK,PK,PK,PK,Pakistan,Pakistan,"-","153.117.34.175","31.563","POINT (74.3587 31.558)","74.375",54000,54000,PB,PB,Punjab,Punjab,"Asia/Karachi","Asia/Karachi","Amazon.com, Inc.","Amazon.com, Inc.","14,618",Ashburn,Ashburn,NA,NA,US,US,US,US,"United States","United States",511,"34.239.26.173","39.063","POINT (-77.4903 39.0469)","-77.5",20149,20149,VA,VA,Virginia,Virginia,"America/New_York","America/New_York","-","-","-","-",0be2184eeb32,0be2184eeb32,"shell ","shell ","-","-","-","-","-","-","-","-","-","-","Command not found: shell ","-","-","-","-","-","/data/cowrie/log/cowrie.json","/data/cowrie/log/cowrie.json",telnet,telnet,37ff277fe99f,37ff277fe99f,b7e4185ef76e,b7e4185ef76e,"-","-","-","153.117.34.175","153.117.34.175","-","ip-172-31-20-82","ip-172-31-20-82","34.239.26.173","34.239.26.173","172.31.20.82","172.31.20.82","Sep 10, 2026 @ 09:55:14.199","-","-",Cowrie,Cowrie,"-","-","273e539f-ad12-11f1-8255-861191ff415e","273e539f-ad12-11f1-8255-861191ff415e","-","-"
"Sep 10, 2026 @ 09:55:14.199",1,1,U7mZi6ABTLn6JNKs6azv,"-","logstash-2026.09.10","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","cowrie.command.input","cowrie.command.input","Cyber Internet Services (Pvt) Ltd.","Cyber Internet Services (Pvt) Ltd.",9541,Lahore,Lahore,AS,AS,PK,PK,PK,PK,Pakistan,Pakistan,"-","153.117.34.175","31.563","POINT (74.3587 31.558)","74.375",54000,54000,PB,PB,Punjab,Punjab,"Asia/Karachi","Asia/Karachi","Amazon.com, Inc.","Amazon.com, Inc.","14,618",Ashburn,Ashburn,NA,NA,US,US,US,US,"United States","United States",511,"34.239.26.173","39.063","POINT (-77.4903 39.0469)","-77.5",20149,20149,VA,VA,Virginia,Virginia,"America/New_York","America/New_York","-","-","-","-",0be2184eeb32,0be2184eeb32,sh,sh,"-","-","-","-","-","-","-","-","-","-","CMD: sh","-","-","-","-","-","/data/cowrie/log/cowrie.json","/data/cowrie/log/cowrie.json",telnet,telnet,37ff277fe99f,37ff277fe99f,b7e4185ef76e,b7e4185ef76e,"-","-","-","153.117.34.175","153.117.34.175","-","ip-172-31-20-82","ip-172-31-20-82","34.239.26.173","34.239.26.173","172.31.20.82","172.31.20.82","Sep 10, 2026 @ 09:55:14.199","-","-",Cowrie,Cowrie,"-","-","273e539f-ad12-11f1-8255-861191ff415e","273e539f-ad12-11f1-8255-861191ff415e","-","-"
"Sep 10, 2026 @ 09:55:14.198",1,1,UbmZi6ABTLn6JNKs6azv,"-","logstash-2026.09.10","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","cowrie.command.input","cowrie.command.input","Cyber Internet Services (Pvt) Ltd.","Cyber Internet Services (Pvt) Ltd.",9541,Lahore,Lahore,AS,AS,PK,PK,PK,PK,Pakistan,Pakistan,"-","153.117.34.175","31.563","POINT (74.3587 31.558)","74.375",54000,54000,PB,PB,Punjab,Punjab,"Asia/Karachi","Asia/Karachi","Amazon.com, Inc.","Amazon.com, Inc.","14,618",Ashburn,Ashburn,NA,NA,US,US,US,US,"United States","United States",511,"34.239.26.173","39.063","POINT (-77.4903 39.0469)","-77.5",20149,20149,VA,VA,Virginia,Virginia,"America/New_York","America/New_York","-","-","-","-",0be2184eeb32,0be2184eeb32,shell,shell,"-","-","-","-","-","-","-","-","-","-","CMD: shell","-","-","-","-","-","/data/cowrie/log/cowrie.json","/data/cowrie/log/cowrie.json",telnet,telnet,37ff277fe99f,37ff277fe99f,b7e4185ef76e,b7e4185ef76e,"-","-","-","153.117.34.175","153.117.34.175","-","ip-172-31-20-82","ip-172-31-20-82","34.239.26.173","34.239.26.173","172.31.20.82","172.31.20.82","Sep 10, 2026 @ 09:55:14.198","-","-",Cowrie,Cowrie,"-","-","273e539f-ad12-11f1-8255-861191ff415e","273e539f-ad12-11f1-8255-861191ff415e","-","-"
"Sep 10, 2026 @ 09:55:14.197",1,1,UrmZi6ABTLn6JNKs6azv,"-","logstash-2026.09.10","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","cowrie.command.input","cowrie.command.input","Cyber Internet Services (Pvt) Ltd.","Cyber Internet Services (Pvt) Ltd.",9541,Lahore,Lahore,AS,AS,PK,PK,PK,PK,Pakistan,Pakistan,"-","153.117.34.175","31.563","POINT (74.3587 31.558)","74.375",54000,54000,PB,PB,Punjab,Punjab,"Asia/Karachi","Asia/Karachi","Amazon.com, Inc.","Amazon.com, Inc.","14,618",Ashburn,Ashburn,NA,NA,US,US,US,US,"United States","United States",511,"34.239.26.173","39.063","POINT (-77.4903 39.0469)","-77.5",20149,20149,VA,VA,Virginia,Virginia,"America/New_York","America/New_York","-","-","-","-",0be2184eeb32,0be2184eeb32,su,su,"-","-","-","-","-","-","-","-","-","-","CMD: su","-","-","-","-","-","/data/cowrie/log/cowrie.json","/data/cowrie/log/cowrie.json",telnet,telnet,37ff277fe99f,37ff277fe99f,b7e4185ef76e,b7e4185ef76e,"-","-","-","153.117.34.175","153.117.34.175","-","ip-172-31-20-82","ip-172-31-20-82","34.239.26.173","34.239.26.173","172.31.20.82","172.31.20.82","Sep 10, 2026 @ 09:55:14.197","-","-",Cowrie,Cowrie,"-","-","273e539f-ad12-11f1-8255-861191ff415e","273e539f-ad12-11f1-8255-861191ff415e","-","-"
"Sep 10, 2026 @ 09:55:14.196",1,1,ULmZi6ABTLn6JNKs6azv,"-","logstash-2026.09.10","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","cowrie.command.input","cowrie.command.input","Cyber Internet Services (Pvt) Ltd.","Cyber Internet Services (Pvt) Ltd.",9541,Lahore,Lahore,AS,AS,PK,PK,PK,PK,Pakistan,Pakistan,"-","153.117.34.175","31.563","POINT (74.3587 31.558)","74.375",54000,54000,PB,PB,Punjab,Punjab,"Asia/Karachi","Asia/Karachi","Amazon.com, Inc.","Amazon.com, Inc.","14,618",Ashburn,Ashburn,NA,NA,US,US,US,US,"United States","United States",511,"34.239.26.173","39.063","POINT (-77.4903 39.0469)","-77.5",20149,20149,VA,VA,Virginia,Virginia,"America/New_York","America/New_York","-","-","-","-",0be2184eeb32,0be2184eeb32,linuxshell,linuxshell,"-","-","-","-","-","-","-","-","-","-","CMD: linuxshell","-","-","-","-","-","/data/cowrie/log/cowrie.json","/data/cowrie/log/cowrie.json",telnet,telnet,37ff277fe99f,37ff277fe99f,b7e4185ef76e,b7e4185ef76e,"-","-","-","153.117.34.175","153.117.34.175","-","ip-172-31-20-82","ip-172-31-20-82","34.239.26.173","34.239.26.173","172.31.20.82","172.31.20.82","Sep 10, 2026 @ 09:55:14.196","-","-",Cowrie,Cowrie,"-","-","273e539f-ad12-11f1-8255-861191ff415e","273e539f-ad12-11f1-8255-861191ff415e","-","-"
"Sep 10, 2026 @ 09:55:14.196",1,1,T7mZi6ABTLn6JNKs6azv,"-","logstash-2026.09.10","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","cowrie.command.failed","cowrie.command.failed","Cyber Internet Services (Pvt) Ltd.","Cyber Internet Services (Pvt) Ltd.",9541,Lahore,Lahore,AS,AS,PK,PK,PK,PK,Pakistan,Pakistan,"-","153.117.34.175","31.563","POINT (74.3587 31.558)","74.375",54000,54000,PB,PB,Punjab,Punjab,"Asia/Karachi","Asia/Karachi","Amazon.com, Inc.","Amazon.com, Inc.","14,618",Ashburn,Ashburn,NA,NA,US,US,US,US,"United States","United States",511,"34.239.26.173","39.063","POINT (-77.4903 39.0469)","-77.5",20149,20149,VA,VA,Virginia,Virginia,"America/New_York","America/New_York","-","-","-","-",0be2184eeb32,0be2184eeb32,"linuxshell ","linuxshell ","-","-","-","-","-","-","-","-","-","-","Command not found: linuxshell ","-","-","-","-","-","/data/cowrie/log/cowrie.json","/data/cowrie/log/cowrie.json",telnet,telnet,37ff277fe99f,37ff277fe99f,b7e4185ef76e,b7e4185ef76e,"-","-","-","153.117.34.175","153.117.34.175","-","ip-172-31-20-82","ip-172-31-20-82","34.239.26.173","34.239.26.173","172.31.20.82","172.31.20.82","Sep 10, 2026 @ 09:55:14.196","-","-",Cowrie,Cowrie,"-","-","273e539f-ad12-11f1-8255-861191ff415e","273e539f-ad12-11f1-8255-861191ff415e","-","-"
"Sep 10, 2026 @ 09:55:14.195",1,1,TbmZi6ABTLn6JNKs6azv,"-","logstash-2026.09.10","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","cowrie.command.failed","cowrie.command.failed","Cyber Internet Services (Pvt) Ltd.","Cyber Internet Services (Pvt) Ltd.",9541,Lahore,Lahore,AS,AS,PK,PK,PK,PK,Pakistan,Pakistan,"-","153.117.34.175","31.563","POINT (74.3587 31.558)","74.375",54000,54000,PB,PB,Punjab,Punjab,"Asia/Karachi","Asia/Karachi","Amazon.com, Inc.","Amazon.com, Inc.","14,618",Ashburn,Ashburn,NA,NA,US,US,US,US,"United States","United States",511,"34.239.26.173","39.063","POINT (-77.4903 39.0469)","-77.5",20149,20149,VA,VA,Virginia,Virginia,"America/New_York","America/New_York","-","-","-","-",0be2184eeb32,0be2184eeb32,"system ","system ","-","-","-","-","-","-","-","-","-","-","Command not found: system ","-","-","-","-","-","/data/cowrie/log/cowrie.json","/data/cowrie/log/cowrie.json",telnet,telnet,37ff277fe99f,37ff277fe99f,b7e4185ef76e,b7e4185ef76e,"-","-","-","153.117.34.175","153.117.34.175","-","ip-172-31-20-82","ip-172-31-20-82","34.239.26.173","34.239.26.173","172.31.20.82","172.31.20.82","Sep 10, 2026 @ 09:55:14.195","-","-",Cowrie,Cowrie,"-","-","273e539f-ad12-11f1-8255-861191ff415e","273e539f-ad12-11f1-8255-861191ff415e","-","-"
"Sep 10, 2026 @ 09:55:14.194",1,1,TrmZi6ABTLn6JNKs6azv,"-","logstash-2026.09.10","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","cowrie.command.input","cowrie.command.input","Cyber Internet Services (Pvt) Ltd.","Cyber Internet Services (Pvt) Ltd.",9541,Lahore,Lahore,AS,AS,PK,PK,PK,PK,Pakistan,Pakistan,"-","153.117.34.175","31.563","POINT (74.3587 31.558)","74.375",54000,54000,PB,PB,Punjab,Punjab,"Asia/Karachi","Asia/Karachi","Amazon.com, Inc.","Amazon.com, Inc.","14,618",Ashburn,Ashburn,NA,NA,US,US,US,US,"United States","United States",511,"34.239.26.173","39.063","POINT (-77.4903 39.0469)","-77.5",20149,20149,VA,VA,Virginia,Virginia,"America/New_York","America/New_York","-","-","-","-",0be2184eeb32,0be2184eeb32,system,system,"-","-","-","-","-","-","-","-","-","-","CMD: system","-","-","-","-","-","/data/cowrie/log/cowrie.json","/data/cowrie/log/cowrie.json",telnet,telnet,37ff277fe99f,37ff277fe99f,b7e4185ef76e,b7e4185ef76e,"-","-","-","153.117.34.175","153.117.34.175","-","ip-172-31-20-82","ip-172-31-20-82","34.239.26.173","34.239.26.173","172.31.20.82","172.31.20.82","Sep 10, 2026 @ 09:55:14.194","-","-",Cowrie,Cowrie,"-","-","273e539f-ad12-11f1-8255-861191ff415e","273e539f-ad12-11f1-8255-861191ff415e","-","-"
"Sep 10, 2026 @ 09:55:14.193",1,1,TLmZi6ABTLn6JNKs6azv,"-","logstash-2026.09.10","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","cowrie.command.input","cowrie.command.input","Cyber Internet Services (Pvt) Ltd.","Cyber Internet Services (Pvt) Ltd.",9541,Lahore,Lahore,AS,AS,PK,PK,PK,PK,Pakistan,Pakistan,"-","153.117.34.175","31.563","POINT (74.3587 31.558)","74.375",54000,54000,PB,PB,Punjab,Punjab,"Asia/Karachi","Asia/Karachi","Amazon.com, Inc.","Amazon.com, Inc.","14,618",Ashburn,Ashburn,NA,NA,US,US,US,US,"United States","United States",511,"34.239.26.173","39.063","POINT (-77.4903 39.0469)","-77.5",20149,20149,VA,VA,Virginia,Virginia,"America/New_York","America/New_York","-","-","-","-",0be2184eeb32,0be2184eeb32,"config terminal","config terminal","-","-","-","-","-","-","-","-","-","-","CMD: config terminal","-","-","-","-","-","/data/cowrie/log/cowrie.json","/data/cowrie/log/cowrie.json",telnet,telnet,37ff277fe99f,37ff277fe99f,b7e4185ef76e,b7e4185ef76e,"-","-","-","153.117.34.175","153.117.34.175","-","ip-172-31-20-82","ip-172-31-20-82","34.239.26.173","34.239.26.173","172.31.20.82","172.31.20.82","Sep 10, 2026 @ 09:55:14.193","-","-",Cowrie,Cowrie,"-","-","273e539f-ad12-11f1-8255-861191ff415e","273e539f-ad12-11f1-8255-861191ff415e","-","-"
